Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN Decoded,Serial Number,Make,Make - Unknown,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Driver / Operator Type,Automation Feature Version,Automation Feature Version CBI,Automation System Engaged?,Engagement Status,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Incident Date,Incident Date - Unknown,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Zip Code,Roadway Type,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Partly Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Crash With,Highest Injury Severity Alleged,CP Pre-Crash Movement,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Investigating Agency,Investigating Agency - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30270-11611,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S1XR1,Y,,JAGUAR, ,I-PACE, ,2024, ,00913b2756064ea,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,12:15, ,1f6a25a981ec43b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Pickup Truck,Property Damage. No Injured Reported,Proceeding Straight, , , , , , , , ,Y, , ,Changing Lanes,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,2, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 12:15 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a pickup truck on [XXX] near [XXX]. 
The Waymo AV was traveling northbound on [XXX] in the second from the right lane when it began to change lanes to the rightmost lane. As the Waymo AV was completing the lane change maneuver, a pickup truck that was stopped in the rightmost lane facing north behind and to the right of the Waymo AV proceeded forward, and the front of the pickup truck made contact with the rear right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11590,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S19R1,Y,,JAGUAR, ,I-PACE, ,2024, ,99792a5987d8ed0,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,12:18, ,79e867ebe3bea1c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Property Damage. No Injured Reported,Passing, , , , , , , ,Y, , , ,Parked,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 12:18 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] near [XXX]. 
The Waymo AV was traveling southbound on [XXX] when it came to a stop to park in-lane for a passenger drop-off with its hazard lights activated. An SUV that was traveling behind the Waymo AV came to a stop behind the parked Waymo AV. While the Waymo AV remained stationary, the SUV proceeded to maneuver around the left side of the Waymo AV by crossing the double yellow center line and entering the opposing lane of travel. As the SUV passed the stationary Waymo AV the right side of the SUV made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11573,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S14R1,Y,,JAGUAR, ,I-PACE, ,2024, ,1bb413623483473,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,19:02, ,7c278f76569dcff,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , , , ,Y, , , , , , , , ,SUV,Minor W/O Hospitalization,Backing, , , , , , ,Y, , , , ,Parked,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 7:02 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] near [XXX]. 
The Waymo AV was parked at the curb facing south on [XXX] with hazard lights activated for a passenger drop-off. While the Waymo AV was parked and the passengers were exiting, an SUV that was parked facing east reversed out of a parking stall on the east side of [XXX] and the rear of the SUV made contact with the rear left of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The passengers in the Waymo AV were not belted at the time of the collision, as they were preparing to exit the Waymo AV. Two of the Waymo AV passengers alleged minor injuries.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11564,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S1XR1,Y,,JAGUAR, ,I-PACE, ,2024, ,4e8f87313401b9c,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,10:15, ,075ba3c0b6ebb2a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , , , ,Y, , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Passing, , , , , , , ,Y, , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 10:15 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Santa Monica, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling southeastbound in the left lane on [XXX] when it began to change lanes to the right lane and came to a stop for the red light at the intersection with [XXX] and to yield to law enforcement and emergency vehicles that were blocking vehicles from continuing southeastbound on [XXX]. While the Waymo AV remained stopped partially in the left lane and partially in the bike lane, a law enforcement officer arrived and began to direct traffic around the Waymo AV. A passenger car that was initially stopped behind the Waymo AV proceeded to maneuver around the left of the Waymo AV, and the right side of the passenger car made contact with the rear left of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The passenger car sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11548,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S17R1,Y,,JAGUAR, ,I-PACE, ,2024, ,88c94121ad1d443,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,12:04, ,01fcea472941290,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,Property Damage. No Injured Reported,,,,,,,,,,,,,Passing,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,2, , , , , , , , ,Y, , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 12:04 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Inglewood, California was in a collision involving vegetation in an alley behind [XXX]. 
The Waymo AV was traveling westbound in an alley behind [XXX] and proceeding to pass to the right of a passenger car that was parked facing east. As the Waymo AV was maneuvering around the passenger car, the right of the Waymo AV made contact with vegetation growing on the north wall of the alley and extending into the roadway. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11550,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S19M1,Y,,JAGUAR, ,I-PACE, ,2021, ,d486f6b56e17cbc,In-Vehicle and Remote (Commercial / Test),"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,10:33, ,0a13e468fe82e15,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Backing, , , , , , ,Y, , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 10:33 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling southwestbound on [XXX] when it slowed to a stop to yield to a passenger car stopped in-lane. While the Waymo AV was stopped, the passenger car reversed and the rear of the passenger car made contact with the front of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11561,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S19R1,Y,,JAGUAR, ,I-PACE, ,2024, ,20685eae2b03d12,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,0:59, ,7c2d69cdefccc23,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,"Other, see Narrative",Property Damage. No Injured Reported,"Other, see Narrative", , , , , , , , , , ,Y,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,18, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 12:59 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a shopping cart on [XXX] near [XXX]. 
The Waymo AV was traveling northwestbound on [XXX] when a pedestrian standing in the roadway on the south side of [XXX] pushed a shopping cart towards the Waymo AV's lane of travel. The shopping cart made contact with the left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11567,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S17R1,Y,,JAGUAR, ,I-PACE, ,2024, ,2a10e9b27c25a9d,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,18:56, ,6ae265d3178bbd8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Property Damage. No Injured Reported,Making Right Turn, , , , , , , ,Y, , , ,Parked,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 6:56 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was parked facing east on [XXX] partially in-lane for a passenger pickup with hazard lights activated. An SUV that was stopped facing north on [XXX] behind the Waymo AV proceeded to make a right turn onto eastbound [XXX]. While the SUV was completing its right turn and maneuvering to the left of the Waymo AV, the right side of the SUV made contact with the rear left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The SUV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11565,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S19R1,Y,,JAGUAR, ,I-PACE, ,2024, ,99b39c0fae9a593,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,15:13, ,bdb04d1fc17d560,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , , ,Y, , , , , , , ,"Other, see Narrative",Property Damage. No Injured Reported,Making Left Turn, ,Y, , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,0, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 3:13 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a pickup truck towing a flatbed trailer on [XXX] at [XXX]. 
The Waymo AV was stopped facing west in the left turn lane on [XXX] at a green light, yielding to eastbound traffic and waiting to make an unprotected left turn at the intersection at [XXX]. While the Waymo AV remained stopped within the crosswalk, the light turned red. A pickup truck towing a flatbed trailer that was stopped facing south in the left turn lane on [XXX] proceeded to turn left onto eastbound [XXX]. As the work truck was completing its left turn, the left side of the flat trailer made contact with the front left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. The passenger in the Waymo AV was not belted at the time of the collision. Waymo later received a claim that included an allegation that the passenger sustained an injury of an unspecified nature.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11621,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S16R1,Y,,JAGUAR, ,I-PACE, ,2024, ,4344243e551758a,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,21:21, ,6cae2a7397f4f92,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Changing Lanes, , , , , ,Y, , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,32, , , , , , , , ,Y, , , , , ,Y, ,Y, , , ,Phoenix Police Department, ,Yes, ,"On August [XXX], 2025 at 9:21 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling southbound on [XXX] in the leftmost lane. As the Waymo AV continued to proceed straight as it approached a green light at the intersection at [XXX], a passenger car traveling southbound in the adjacent, second to the leftmost lane, attempted to turn left and entered into the Waymo AV's lane of travel. The front left side of the passenger car made contact with the right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11569,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S18R1,Y,,JAGUAR, ,I-PACE, ,2024, ,5a6fef52a42e563,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,6:12, ,e8787d98d3f284c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Stopped,Y, , , , , , , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,5, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 6:12 AM ET a Waymo Autonomous Vehicle (""Waymo AV"") operating in Atlanta, Georgia was in a collision involving a passenger car in a parking lot at [XXX]. 
The Waymo AV was traveling westbound in a parking lot at [XXX] when it made a left turn and approached a passenger car that was stopped facing south within the travel lane. While the Waymo AV was maneuvering around the passenger car on the right, a passenger in the passenger car opened the rear right side door and the door made contact with the left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11542,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S15R1,Y,,JAGUAR, ,I-PACE, ,2024, ,cd2823db49350b9,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,11:22, ,90ec722a319e433,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Pickup Truck,Property Damage. No Injured Reported,Proceeding Straight, ,Y, , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 11:22 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a pickup truck towing a flatbed trailer on [XXX] at [XXX]. 
The Waymo AV came to a stop in-lane on a narrow portion of [XXX] to yield to a pickup truck towing a flatbed trailer. As the pickup truck attempted to pass the Waymo AV, the left side of the pickup truck made contact with the front left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11523,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S15R1,Y,,JAGUAR, ,I-PACE, ,2024, ,ce99baa19485fe5,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,17:55, ,0f07710b9ce3333,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , , , ,Y, , , , , , , , ,Van,Property Damage. No Injured Reported,Proceeding Straight, ,Y, , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 5:55 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a van on [XXX] near [XXX]. 
The Waymo AV was traveling northbound on a narrow portion of [XXX] when it slowed to a stop to yield to a van that was traveling southbound on [XXX]. As the van proceeded straight to pass the Waymo AV, the left side of the van made contact with the rear left side of the stationary Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11522,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S18R1,Y,,JAGUAR, ,I-PACE, ,2024, ,b579d7c1c520a35,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,2:23, ,18e86baf086661c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 2:23 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling northeastbound in the left lane on [XXX] with its left turn signal activated, preparing to turn left into a parking garage located at [XXX]. Before the Waymo AV could initiate the left turn, the Waymo AV slowed to a stop within the left lane to yield to a scooterist that was traveling southwestbound on the sidewalk across the entrance of the parking garage. While the Waymo AV was stopped, a passenger car approached the Waymo AV from behind and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11498,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S11R1,Y,,JAGUAR, ,I-PACE, ,2024, ,c71544630634005,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,12:38, ,e8aa41fded38ec7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Backing, , , ,Y, , , , , , , ,Parked,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 12:38 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Mesa, Arizona was in a collision involving a passenger car in a parking lot at [XXX]. 
The Waymo AV was parked with its hazard lights activated for a passenger pick-up facing west in a parking lot at [XXX]. A passenger car parked in a parking stall behind and to the right of the Waymo AV reversed out of the parking stall, and the rear left side of the passenger car made contact with the rear right side of the stationary Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11496,1,Waymo LLC,Monthly,8,2025,Sep-25,SADHW2S18R1,Y,,JAGUAR, ,I-PACE, ,2024, ,ee788936a3a0791,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,13:50, ,e5ece9ed52c6255,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Motorcycle,Minor W/O Hospitalization,"Other, see Narrative", , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, , , , , , , , ,Y, , , , , ,Y, ,Y, , , ,SFPD, ,Yes, ,"On August [XXX], 2025 at 1:50 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a motorcycle on [XXX] at [XXX]. 
The Waymo AV was traveling southbound in the left lane on [XXX] when it slowed to a stop for a queue of traffic for a red light at the intersection with [XXX]. A motorcycle traveling southbound in the left lane on [XXX] began passing the Waymo AV on the right side, maneuvering between the Waymo AV and a passenger car stopped in the right lane. As the motorcycle passed between the Waymo AV and the stationary passenger car, a passenger in the passenger car opened the rear left side door and the motorcycle made contact with the open rear left side door of the passenger car. As the motorcycle fell to the left, the motorcycle made contact with the right side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV and the passenger car sustained damage. The motorcyclist alleged a minor injury.
Waymo is reporting this crash under Request No. 2. Waymo may supplement or correct its reporting with additional information as it may become available.", 
